run,trial,stim,response,response_unmapped,subject,Fbtype,threshold,phase,correct,Fbtype_str
1,1,4,2,2,1,2,11.1,1_pre,1,unreliable
1,2,3,1,1,1,2,11.1,1_pre,1,unreliable
1,3,4,2,2,1,2,11.1,1_pre,1,unreliable
1,5,2,2,2,1,2,11.1,1_pre,1,unreliable
1,6,1,1,1,1,2,11.1,1_pre,1,unreliable
1,7,3,1,1,1,2,11.1,1_pre,1,unreliable
1,8,2,1,1,1,2,11.1,1_pre,0,unreliable
1,9,3,1,2,1,2,11.1,1_pre,1,unreliable
1,10,2,2,2,1,2,11.1,1_pre,1,unreliable
1,11,1,1,2,1,2,11.1,1_pre,1,unreliable
1,12,4,1,1,1,2,11.1,1_pre,0,unreliable
1,13,3,2,1,1,2,11.1,1_pre,0,unreliable
1,14,2,1,1,1,2,11.1,1_pre,0,unreliable
1,15,1,1,1,1,2,11.1,1_pre,1,unreliable
1,16,4,2,2,1,2,11.1,1_pre,1,unreliable
1,17,4,1,2,1,2,11.1,1_pre,0,unreliable
1,18,1,2,1,1,2,11.1,1_pre,0,unreliable
1,19,4,2,1,1,2,11.1,1_pre,1,unreliable
1,20,3,1,2,1,2,11.1,1_pre,1,unreliable
1,21,2,2,2,1,2,11.1,1_pre,1,unreliable
1,22,2,2,2,1,2,11.1,1_pre,1,unreliable
1,23,1,1,1,1,2,11.1,1_pre,1,unreliable
1,24,3,1,2,1,2,11.1,1_pre,1,unreliable
1,25,2,2,2,1,2,11.1,1_pre,1,unreliable
1,26,3,1,2,1,2,11.1,1_pre,1,unreliable
1,27,2,1,1,1,2,11.1,1_pre,0,unreliable
1,28,1,1,2,1,2,11.1,1_pre,1,unreliable
1,29,1,1,2,1,2,11.1,1_pre,1,unreliable
1,30,4,2,1,1,2,11.1,1_pre,1,unreliable
1,31,3,1,1,1,2,11.1,1_pre,1,unreliable
1,32,4,2,1,1,2,11.1,1_pre,1,unreliable
1,2,4,2,2,2,1,2.8,1_pre,1,reliable
1,3,3,2,2,2,1,2.8,1_pre,0,reliable
1,4,2,2,2,2,1,2.8,1_pre,1,reliable
1,5,2,2,2,2,1,2.8,1_pre,1,reliable
1,7,1,1,1,2,1,2.8,1_pre,1,reliable
1,8,3,1,2,2,1,2.8,1_pre,1,reliable
1,10,3,1,1,2,1,2.8,1_pre,1,reliable
1,11,3,1,2,2,1,2.8,1_pre,1,reliable
1,12,4,2,1,2,1,2.8,1_pre,1,reliable
1,13,1,1,1,2,1,2.8,1_pre,1,reliable
1,14,2,2,2,2,1,2.8,1_pre,1,reliable
1,15,2,2,2,2,1,2.8,1_pre,1,reliable
1,16,4,2,1,2,1,2.8,1_pre,1,reliable
1,17,2,2,2,2,1,2.8,1_pre,1,reliable
1,18,1,2,1,2,1,2.8,1_pre,0,reliable
1,19,2,2,1,2,1,2.8,1_pre,1,reliable
1,20,3,1,1,2,1,2.8,1_pre,1,reliable
1,21,1,1,2,2,1,2.8,1_pre,1,reliable
1,22,4,2,1,2,1,2.8,1_pre,1,reliable
1,23,4,1,2,2,1,2.8,1_pre,0,reliable
1,24,3,1,1,2,1,2.8,1_pre,1,reliable
1,25,1,1,2,2,1,2.8,1_pre,1,reliable
1,26,3,1,1,2,1,2.8,1_pre,1,reliable
1,27,2,2,2,2,1,2.8,1_pre,1,reliable
1,28,4,2,1,2,1,2.8,1_pre,1,reliable
1,30,3,1,1,2,1,2.8,1_pre,1,reliable
1,31,2,2,1,2,1,2.8,1_pre,1,reliable
1,32,4,2,2,2,1,2.8,1_pre,1,reliable
1,1,2,2,1,3,2,6.4,1_pre,1,unreliable
1,2,1,1,1,3,2,6.4,1_pre,1,unreliable
1,3,1,1,2,3,2,6.4,1_pre,1,unreliable
1,4,4,1,1,3,2,6.4,1_pre,0,unreliable
1,5,2,2,1,3,2,6.4,1_pre,1,unreliable
1,6,3,1,1,3,2,6.4,1_pre,1,unreliable
1,7,3,2,1,3,2,6.4,1_pre,0,unreliable
1,8,4,2,1,3,2,6.4,1_pre,1,unreliable
1,9,3,1,2,3,2,6.4,1_pre,1,unreliable
1,10,3,1,2,3,2,6.4,1_pre,1,unreliable
1,11,4,2,2,3,2,6.4,1_pre,1,unreliable
1,12,1,1,1,3,2,6.4,1_pre,1,unreliable
1,13,2,1,2,3,2,6.4,1_pre,0,unreliable
1,14,2,2,1,3,2,6.4,1_pre,1,unreliable
1,15,1,1,2,3,2,6.4,1_pre,1,unreliable
1,16,4,2,2,3,2,6.4,1_pre,1,unreliable
1,17,1,1,1,3,2,6.4,1_pre,1,unreliable
1,18,4,1,2,3,2,6.4,1_pre,0,unreliable
1,19,3,1,1,3,2,6.4,1_pre,1,unreliable
1,20,3,1,1,3,2,6.4,1_pre,1,unreliable
1,21,4,1,2,3,2,6.4,1_pre,0,unreliable
1,22,1,1,2,3,2,6.4,1_pre,1,unreliable
1,23,2,2,2,3,2,6.4,1_pre,1,unreliable
1,24,2,2,1,3,2,6.4,1_pre,1,unreliable
1,25,4,2,2,3,2,6.4,1_pre,1,unreliable
1,26,2,2,2,3,2,6.4,1_pre,1,unreliable
1,27,4,2,1,3,2,6.4,1_pre,1,unreliable
1,29,1,1,2,3,2,6.4,1_pre,1,unreliable
1,30,3,1,2,3,2,6.4,1_pre,1,unreliable
1,31,1,1,2,3,2,6.4,1_pre,1,unreliable
1,32,2,2,1,3,2,6.4,1_pre,1,unreliable
1,1,2,2,2,4,1,6.6,1_pre,1,reliable
1,2,1,1,2,4,1,6.6,1_pre,1,reliable
1,3,4,2,1,4,1,6.6,1_pre,1,reliable
1,4,3,1,1,4,1,6.6,1_pre,1,reliable
1,5,4,2,1,4,1,6.6,1_pre,1,reliable
1,6,2,2,2,4,1,6.6,1_pre,1,reliable
1,7,1,1,1,4,1,6.6,1_pre,1,reliable
1,8,3,1,2,4,1,6.6,1_pre,1,reliable
1,9,3,1,2,4,1,6.6,1_pre,1,reliable
1,10,2,2,1,4,1,6.6,1_pre,1,reliable
1,11,1,1,1,4,1,6.6,1_pre,1,reliable
1,12,1,1,1,4,1,6.6,1_pre,1,reliable
1,13,4,1,2,4,1,6.6,1_pre,0,reliable
1,14,3,1,1,4,1,6.6,1_pre,1,reliable
1,15,2,2,2,4,1,6.6,1_pre,1,reliable
1,16,4,1,2,4,1,6.6,1_pre,0,reliable
1,17,4,2,1,4,1,6.6,1_pre,1,reliable
1,18,3,1,1,4,1,6.6,1_pre,1,reliable
1,19,2,2,1,4,1,6.6,1_pre,1,reliable
1,20,1,1,1,4,1,6.6,1_pre,1,reliable
1,21,1,1,1,4,1,6.6,1_pre,1,reliable
1,22,3,1,2,4,1,6.6,1_pre,1,reliable
1,23,4,2,2,4,1,6.6,1_pre,1,reliable
1,24,2,2,2,4,1,6.6,1_pre,1,reliable
1,25,2,2,2,4,1,6.6,1_pre,1,reliable
1,26,3,1,2,4,1,6.6,1_pre,1,reliable
1,27,4,2,2,4,1,6.6,1_pre,1,reliable
1,28,1,2,2,4,1,6.6,1_pre,0,reliable
1,29,3,1,1,4,1,6.6,1_pre,1,reliable
1,30,4,2,1,4,1,6.6,1_pre,1,reliable
1,31,1,1,1,4,1,6.6,1_pre,1,reliable
1,32,2,2,2,4,1,6.6,1_pre,1,reliable
1,2,4,2,2,5,2,3.05,1_pre,1,unreliable
1,3,3,1,2,5,2,3.05,1_pre,1,unreliable
1,4,2,2,2,5,2,3.05,1_pre,1,unreliable
1,5,2,2,2,5,2,3.05,1_pre,1,unreliable
1,6,1,1,1,5,2,3.05,1_pre,1,unreliable
1,7,1,1,1,5,2,3.05,1_pre,1,unreliable
1,8,3,2,2,5,2,3.05,1_pre,0,unreliable
1,9,1,1,1,5,2,3.05,1_pre,1,unreliable
1,10,3,2,1,5,2,3.05,1_pre,0,unreliable
1,11,3,2,2,5,2,3.05,1_pre,0,unreliable
1,12,4,2,1,5,2,3.05,1_pre,1,unreliable
1,13,1,1,1,5,2,3.05,1_pre,1,unreliable
1,14,2,1,2,5,2,3.05,1_pre,0,unreliable
1,16,4,2,1,5,2,3.05,1_pre,1,unreliable
1,17,2,2,2,5,2,3.05,1_pre,1,unreliable
1,18,1,1,1,5,2,3.05,1_pre,1,unreliable
1,19,2,1,1,5,2,3.05,1_pre,0,unreliable
1,20,3,2,1,5,2,3.05,1_pre,0,unreliable
1,22,4,1,1,5,2,3.05,1_pre,0,unreliable
1,23,4,2,2,5,2,3.05,1_pre,1,unreliable
1,24,3,2,1,5,2,3.05,1_pre,0,unreliable
1,25,1,2,2,5,2,3.05,1_pre,0,unreliable
1,26,3,1,1,5,2,3.05,1_pre,1,unreliable
1,27,2,1,2,5,2,3.05,1_pre,0,unreliable
1,29,1,2,2,5,2,3.05,1_pre,0,unreliable
1,30,3,2,1,5,2,3.05,1_pre,0,unreliable
1,31,2,2,1,5,2,3.05,1_pre,1,unreliable
1,32,4,1,2,5,2,3.05,1_pre,0,unreliable
1,1,4,2,2,6,1,7.35,1_pre,1,reliable
1,2,4,2,2,6,1,7.35,1_pre,1,reliable
1,3,3,1,2,6,1,7.35,1_pre,1,reliable
1,4,2,2,2,6,1,7.35,1_pre,1,reliable
1,5,2,2,2,6,1,7.35,1_pre,1,reliable
1,6,1,1,1,6,1,7.35,1_pre,1,reliable
1,7,1,1,1,6,1,7.35,1_pre,1,reliable
1,8,3,1,2,6,1,7.35,1_pre,1,reliable
1,9,1,1,1,6,1,7.35,1_pre,1,reliable
1,10,3,1,1,6,1,7.35,1_pre,1,reliable
1,11,3,1,2,6,1,7.35,1_pre,1,reliable
1,12,4,2,1,6,1,7.35,1_pre,1,reliable
1,13,1,1,1,6,1,7.35,1_pre,1,reliable
1,14,2,2,2,6,1,7.35,1_pre,1,reliable
1,15,2,1,2,6,1,7.35,1_pre,0,reliable
1,16,4,2,1,6,1,7.35,1_pre,1,reliable
1,17,2,2,2,6,1,7.35,1_pre,1,reliable
1,18,1,2,1,6,1,7.35,1_pre,0,reliable
1,19,2,2,1,6,1,7.35,1_pre,1,reliable
1,20,3,1,1,6,1,7.35,1_pre,1,reliable
1,21,1,1,2,6,1,7.35,1_pre,1,reliable
1,22,4,1,1,6,1,7.35,1_pre,0,reliable
1,23,4,2,2,6,1,7.35,1_pre,1,reliable
1,24,3,1,1,6,1,7.35,1_pre,1,reliable
1,25,1,1,2,6,1,7.35,1_pre,1,reliable
1,26,3,2,1,6,1,7.35,1_pre,0,reliable
1,27,2,2,2,6,1,7.35,1_pre,1,reliable
1,29,1,1,2,6,1,7.35,1_pre,1,reliable
1,31,2,2,1,6,1,7.35,1_pre,1,reliable
1,32,4,1,2,6,1,7.35,1_pre,0,reliable
1,1,2,1,1,7,2,8.4,1_pre,0,unreliable
1,2,1,1,1,7,2,8.4,1_pre,1,unreliable
1,3,1,1,2,7,2,8.4,1_pre,1,unreliable
1,4,4,2,1,7,2,8.4,1_pre,1,unreliable
1,5,2,2,1,7,2,8.4,1_pre,1,unreliable
1,6,3,2,1,7,2,8.4,1_pre,0,unreliable
1,7,3,1,1,7,2,8.4,1_pre,1,unreliable
1,8,4,2,1,7,2,8.4,1_pre,1,unreliable
1,9,3,1,2,7,2,8.4,1_pre,1,unreliable
1,10,3,2,2,7,2,8.4,1_pre,0,unreliable
1,11,4,1,2,7,2,8.4,1_pre,0,unreliable
1,12,1,1,1,7,2,8.4,1_pre,1,unreliable
1,13,2,1,2,7,2,8.4,1_pre,0,unreliable
1,14,2,1,1,7,2,8.4,1_pre,0,unreliable
1,15,1,1,2,7,2,8.4,1_pre,1,unreliable
1,16,4,2,2,7,2,8.4,1_pre,1,unreliable
1,17,1,1,1,7,2,8.4,1_pre,1,unreliable
1,18,4,1,2,7,2,8.4,1_pre,0,unreliable
1,19,3,1,1,7,2,8.4,1_pre,1,unreliable
1,20,3,2,1,7,2,8.4,1_pre,0,unreliable
1,21,4,2,2,7,2,8.4,1_pre,1,unreliable
1,23,2,1,2,7,2,8.4,1_pre,0,unreliable
1,24,2,1,1,7,2,8.4,1_pre,0,unreliable
1,25,4,2,2,7,2,8.4,1_pre,1,unreliable
1,26,2,1,2,7,2,8.4,1_pre,0,unreliable
1,27,4,2,1,7,2,8.4,1_pre,1,unreliable
1,29,1,1,2,7,2,8.4,1_pre,1,unreliable
1,30,3,2,2,7,2,8.4,1_pre,0,unreliable
1,31,1,1,2,7,2,8.4,1_pre,1,unreliable
1,32,2,2,1,7,2,8.4,1_pre,1,unreliable
1,1,4,1,2,8,1,6.7,1_pre,0,reliable
1,2,4,1,2,8,1,6.7,1_pre,0,reliable
1,3,3,1,2,8,1,6.7,1_pre,1,reliable
1,4,2,2,2,8,1,6.7,1_pre,1,reliable
1,5,2,2,2,8,1,6.7,1_pre,1,reliable
1,6,1,1,1,8,1,6.7,1_pre,1,reliable
1,7,1,1,1,8,1,6.7,1_pre,1,reliable
1,8,3,1,2,8,1,6.7,1_pre,1,reliable
1,9,1,2,1,8,1,6.7,1_pre,0,reliable
1,10,3,1,1,8,1,6.7,1_pre,1,reliable
1,11,3,1,2,8,1,6.7,1_pre,1,reliable
1,12,4,2,1,8,1,6.7,1_pre,1,reliable
1,13,1,1,1,8,1,6.7,1_pre,1,reliable
1,14,2,1,2,8,1,6.7,1_pre,0,reliable
1,15,2,2,2,8,1,6.7,1_pre,1,reliable
1,16,4,2,1,8,1,6.7,1_pre,1,reliable
1,17,2,2,2,8,1,6.7,1_pre,1,reliable
1,18,1,1,1,8,1,6.7,1_pre,1,reliable
1,19,2,2,1,8,1,6.7,1_pre,1,reliable
1,20,3,1,1,8,1,6.7,1_pre,1,reliable
1,21,1,1,2,8,1,6.7,1_pre,1,reliable
1,23,4,1,2,8,1,6.7,1_pre,0,reliable
1,24,3,1,1,8,1,6.7,1_pre,1,reliable
1,25,1,2,2,8,1,6.7,1_pre,0,reliable
1,26,3,1,1,8,1,6.7,1_pre,1,reliable
1,27,2,2,2,8,1,6.7,1_pre,1,reliable
1,28,4,1,1,8,1,6.7,1_pre,0,reliable
1,29,1,1,2,8,1,6.7,1_pre,1,reliable
1,30,3,1,1,8,1,6.7,1_pre,1,reliable
1,31,2,2,1,8,1,6.7,1_pre,1,reliable
1,32,4,1,2,8,1,6.7,1_pre,0,reliable
1,1,2,2,1,9,2,6.65,1_pre,1,unreliable
1,2,1,1,1,9,2,6.65,1_pre,1,unreliable
1,3,1,1,2,9,2,6.65,1_pre,1,unreliable
1,4,4,1,1,9,2,6.65,1_pre,0,unreliable
1,5,2,2,1,9,2,6.65,1_pre,1,unreliable
1,6,3,1,1,9,2,6.65,1_pre,1,unreliable
1,7,3,1,1,9,2,6.65,1_pre,1,unreliable
1,8,4,1,1,9,2,6.65,1_pre,0,unreliable
1,9,3,1,2,9,2,6.65,1_pre,1,unreliable
1,10,3,1,2,9,2,6.65,1_pre,1,unreliable
1,12,1,1,1,9,2,6.65,1_pre,1,unreliable
1,14,2,2,1,9,2,6.65,1_pre,1,unreliable
1,15,1,1,2,9,2,6.65,1_pre,1,unreliable
1,16,4,2,2,9,2,6.65,1_pre,1,unreliable
1,17,1,1,1,9,2,6.65,1_pre,1,unreliable
1,18,4,2,2,9,2,6.65,1_pre,1,unreliable
1,19,3,1,1,9,2,6.65,1_pre,1,unreliable
1,20,3,1,1,9,2,6.65,1_pre,1,unreliable
1,21,4,2,2,9,2,6.65,1_pre,1,unreliable
1,22,1,1,2,9,2,6.65,1_pre,1,unreliable
1,23,2,2,2,9,2,6.65,1_pre,1,unreliable
1,25,4,2,2,9,2,6.65,1_pre,1,unreliable
1,26,2,2,2,9,2,6.65,1_pre,1,unreliable
1,27,4,1,1,9,2,6.65,1_pre,0,unreliable
1,28,3,1,1,9,2,6.65,1_pre,1,unreliable
1,30,3,1,2,9,2,6.65,1_pre,1,unreliable
1,31,1,2,2,9,2,6.65,1_pre,0,unreliable
1,32,2,2,1,9,2,6.65,1_pre,1,unreliable
1,1,1,1,1,10,1,6.65,1_pre,1,reliable
1,3,2,2,1,10,1,6.65,1_pre,1,reliable
1,4,3,2,2,10,1,6.65,1_pre,0,reliable
1,6,4,2,2,10,1,6.65,1_pre,1,reliable
1,7,2,2,1,10,1,6.65,1_pre,1,reliable
1,8,4,2,1,10,1,6.65,1_pre,1,reliable
1,9,1,1,2,10,1,6.65,1_pre,1,reliable
1,10,4,2,2,10,1,6.65,1_pre,1,reliable
1,11,2,2,1,10,1,6.65,1_pre,1,reliable
1,12,4,1,2,10,1,6.65,1_pre,0,reliable
1,13,3,1,1,10,1,6.65,1_pre,1,reliable
1,15,3,1,2,10,1,6.65,1_pre,1,reliable
1,16,1,1,1,10,1,6.65,1_pre,1,reliable
1,18,1,1,1,10,1,6.65,1_pre,1,reliable
1,19,3,1,1,10,1,6.65,1_pre,1,reliable
1,20,2,1,1,10,1,6.65,1_pre,0,reliable
1,22,2,2,2,10,1,6.65,1_pre,1,reliable
1,23,4,2,1,10,1,6.65,1_pre,1,reliable
1,24,1,1,2,10,1,6.65,1_pre,1,reliable
1,25,1,1,1,10,1,6.65,1_pre,1,reliable
1,26,3,1,2,10,1,6.65,1_pre,1,reliable
1,27,3,1,1,10,1,6.65,1_pre,1,reliable
1,28,4,2,1,10,1,6.65,1_pre,1,reliable
1,29,1,1,2,10,1,6.65,1_pre,1,reliable
1,30,2,2,2,10,1,6.65,1_pre,1,reliable
1,31,4,2,2,10,1,6.65,1_pre,1,reliable
1,32,2,2,2,10,1,6.65,1_pre,1,reliable
1,3,1,2,2,11,2,6.35,1_pre,0,unreliable
1,4,4,1,1,11,2,6.35,1_pre,0,unreliable
1,5,2,2,1,11,2,6.35,1_pre,1,unreliable
1,7,3,1,1,11,2,6.35,1_pre,1,unreliable
1,9,3,2,2,11,2,6.35,1_pre,0,unreliable
1,10,3,1,2,11,2,6.35,1_pre,1,unreliable
1,11,4,2,2,11,2,6.35,1_pre,1,unreliable
1,12,1,1,1,11,2,6.35,1_pre,1,unreliable
1,13,2,2,2,11,2,6.35,1_pre,1,unreliable
1,14,2,2,1,11,2,6.35,1_pre,1,unreliable
1,15,1,1,2,11,2,6.35,1_pre,1,unreliable
1,16,4,2,2,11,2,6.35,1_pre,1,unreliable
1,17,1,2,1,11,2,6.35,1_pre,0,unreliable
1,18,4,2,2,11,2,6.35,1_pre,1,unreliable
1,20,3,1,1,11,2,6.35,1_pre,1,unreliable
1,21,4,2,2,11,2,6.35,1_pre,1,unreliable
1,23,2,2,2,11,2,6.35,1_pre,1,unreliable
1,24,2,2,1,11,2,6.35,1_pre,1,unreliable
1,26,2,2,2,11,2,6.35,1_pre,1,unreliable
1,27,4,1,1,11,2,6.35,1_pre,0,unreliable
1,29,1,1,2,11,2,6.35,1_pre,1,unreliable
1,30,3,1,2,11,2,6.35,1_pre,1,unreliable
1,31,1,1,2,11,2,6.35,1_pre,1,unreliable
1,32,2,2,1,11,2,6.35,1_pre,1,unreliable
1,1,4,1,1,12,1,5.6,1_pre,0,reliable
1,2,3,1,2,12,1,5.6,1_pre,1,reliable
1,3,1,1,1,12,1,5.6,1_pre,1,reliable
1,4,1,1,1,12,1,5.6,1_pre,1,reliable
1,5,2,2,2,12,1,5.6,1_pre,1,reliable
1,6,4,2,2,12,1,5.6,1_pre,1,reliable
1,7,2,2,2,12,1,5.6,1_pre,1,reliable
1,8,3,1,2,12,1,5.6,1_pre,1,reliable
1,9,2,1,2,12,1,5.6,1_pre,0,reliable
1,10,4,2,1,12,1,5.6,1_pre,1,reliable
1,11,1,1,1,12,1,5.6,1_pre,1,reliable
1,12,4,1,2,12,1,5.6,1_pre,0,reliable
1,13,1,1,1,12,1,5.6,1_pre,1,reliable
1,14,3,1,1,12,1,5.6,1_pre,1,reliable
1,15,2,2,2,12,1,5.6,1_pre,1,reliable
1,16,3,1,1,12,1,5.6,1_pre,1,reliable
1,17,2,2,2,12,1,5.6,1_pre,1,reliable
1,18,4,2,1,12,1,5.6,1_pre,1,reliable
1,19,2,2,2,12,1,5.6,1_pre,1,reliable
1,20,4,2,1,12,1,5.6,1_pre,1,reliable
1,21,1,1,1,12,1,5.6,1_pre,1,reliable
1,22,1,2,2,12,1,5.6,1_pre,0,reliable
1,23,3,1,2,12,1,5.6,1_pre,1,reliable
1,24,3,1,1,12,1,5.6,1_pre,1,reliable
1,25,4,2,2,12,1,5.6,1_pre,1,reliable
1,26,2,2,2,12,1,5.6,1_pre,1,reliable
1,29,2,2,1,12,1,5.6,1_pre,1,reliable
1,30,3,1,2,12,1,5.6,1_pre,1,reliable
1,31,1,1,1,12,1,5.6,1_pre,1,reliable
1,32,3,1,1,12,1,5.6,1_pre,1,reliable
1,1,2,2,1,13,2,4.4,1_pre,1,unreliable
1,2,1,1,1,13,2,4.4,1_pre,1,unreliable
1,3,1,1,2,13,2,4.4,1_pre,1,unreliable
1,4,4,2,1,13,2,4.4,1_pre,1,unreliable
1,5,2,2,1,13,2,4.4,1_pre,1,unreliable
1,6,3,2,1,13,2,4.4,1_pre,0,unreliable
1,7,3,2,1,13,2,4.4,1_pre,0,unreliable
1,8,4,2,1,13,2,4.4,1_pre,1,unreliable
1,9,3,1,2,13,2,4.4,1_pre,1,unreliable
1,10,3,1,2,13,2,4.4,1_pre,1,unreliable
1,11,4,2,2,13,2,4.4,1_pre,1,unreliable
1,12,1,1,1,13,2,4.4,1_pre,1,unreliable
1,13,2,2,2,13,2,4.4,1_pre,1,unreliable
1,14,2,2,1,13,2,4.4,1_pre,1,unreliable
1,16,4,2,2,13,2,4.4,1_pre,1,unreliable
1,17,1,1,1,13,2,4.4,1_pre,1,unreliable
1,18,4,2,2,13,2,4.4,1_pre,1,unreliable
1,19,3,1,1,13,2,4.4,1_pre,1,unreliable
1,20,3,1,1,13,2,4.4,1_pre,1,unreliable
1,21,4,2,2,13,2,4.4,1_pre,1,unreliable
1,23,2,2,2,13,2,4.4,1_pre,1,unreliable
1,24,2,2,1,13,2,4.4,1_pre,1,unreliable
1,25,4,2,2,13,2,4.4,1_pre,1,unreliable
1,26,2,2,2,13,2,4.4,1_pre,1,unreliable
1,27,4,2,1,13,2,4.4,1_pre,1,unreliable
1,28,3,1,1,13,2,4.4,1_pre,1,unreliable
1,29,1,1,2,13,2,4.4,1_pre,1,unreliable
1,30,3,2,2,13,2,4.4,1_pre,0,unreliable
1,31,1,1,2,13,2,4.4,1_pre,1,unreliable
1,32,2,2,1,13,2,4.4,1_pre,1,unreliable
1,1,2,2,1,14,1,8.7,1_pre,1,reliable
1,2,1,1,1,14,1,8.7,1_pre,1,reliable
1,3,1,1,2,14,1,8.7,1_pre,1,reliable
1,4,4,2,1,14,1,8.7,1_pre,1,reliable
1,5,2,2,1,14,1,8.7,1_pre,1,reliable
1,6,3,2,1,14,1,8.7,1_pre,0,reliable
1,7,3,2,1,14,1,8.7,1_pre,0,reliable
1,8,4,2,1,14,1,8.7,1_pre,1,reliable
1,9,3,1,2,14,1,8.7,1_pre,1,reliable
1,10,3,1,2,14,1,8.7,1_pre,1,reliable
1,11,4,2,2,14,1,8.7,1_pre,1,reliable
1,12,1,1,1,14,1,8.7,1_pre,1,reliable
1,13,2,2,2,14,1,8.7,1_pre,1,reliable
1,14,2,2,1,14,1,8.7,1_pre,1,reliable
1,15,1,1,2,14,1,8.7,1_pre,1,reliable
1,16,4,2,2,14,1,8.7,1_pre,1,reliable
1,17,1,1,1,14,1,8.7,1_pre,1,reliable
1,18,4,1,2,14,1,8.7,1_pre,0,reliable
1,19,3,1,1,14,1,8.7,1_pre,1,reliable
1,20,3,1,1,14,1,8.7,1_pre,1,reliable
1,21,4,2,2,14,1,8.7,1_pre,1,reliable
1,22,1,1,2,14,1,8.7,1_pre,1,reliable
1,23,2,1,2,14,1,8.7,1_pre,0,reliable
1,24,2,2,1,14,1,8.7,1_pre,1,reliable
1,25,4,2,2,14,1,8.7,1_pre,1,reliable
1,26,2,2,2,14,1,8.7,1_pre,1,reliable
1,27,4,2,1,14,1,8.7,1_pre,1,reliable
1,28,3,1,1,14,1,8.7,1_pre,1,reliable
1,29,1,1,2,14,1,8.7,1_pre,1,reliable
1,30,3,1,2,14,1,8.7,1_pre,1,reliable
1,31,1,1,2,14,1,8.7,1_pre,1,reliable
1,32,2,2,1,14,1,8.7,1_pre,1,reliable
1,1,4,2,2,15,2,5.7,1_pre,1,unreliable
1,2,1,1,2,15,2,5.7,1_pre,1,unreliable
1,3,3,1,2,15,2,5.7,1_pre,1,unreliable
1,4,4,2,2,15,2,5.7,1_pre,1,unreliable
1,5,2,2,1,15,2,5.7,1_pre,1,unreliable
1,6,1,1,1,15,2,5.7,1_pre,1,unreliable
1,7,2,2,1,15,2,5.7,1_pre,1,unreliable
1,8,3,2,1,15,2,5.7,1_pre,0,unreliable
1,9,2,2,2,15,2,5.7,1_pre,1,unreliable
1,10,3,1,2,15,2,5.7,1_pre,1,unreliable
1,11,1,1,2,15,2,5.7,1_pre,1,unreliable
1,12,2,2,1,15,2,5.7,1_pre,1,unreliable
1,13,3,1,2,15,2,5.7,1_pre,1,unreliable
1,15,4,2,1,15,2,5.7,1_pre,1,unreliable
1,16,1,1,2,15,2,5.7,1_pre,1,unreliable
1,18,3,1,2,15,2,5.7,1_pre,1,unreliable
1,19,2,2,2,15,2,5.7,1_pre,1,unreliable
1,20,3,2,1,15,2,5.7,1_pre,0,unreliable
1,21,2,2,2,15,2,5.7,1_pre,1,unreliable
1,22,4,2,1,15,2,5.7,1_pre,1,unreliable
1,23,1,1,1,15,2,5.7,1_pre,1,unreliable
1,24,4,2,1,15,2,5.7,1_pre,1,unreliable
1,25,4,2,1,15,2,5.7,1_pre,1,unreliable
1,26,1,2,2,15,2,5.7,1_pre,0,unreliable
1,27,3,1,1,15,2,5.7,1_pre,1,unreliable
1,28,3,1,2,15,2,5.7,1_pre,1,unreliable
1,29,2,2,1,15,2,5.7,1_pre,1,unreliable
1,30,2,2,2,15,2,5.7,1_pre,1,unreliable
1,31,1,1,1,15,2,5.7,1_pre,1,unreliable
1,32,4,2,1,15,2,5.7,1_pre,1,unreliable
1,1,2,1,2,16,1,3.2,1_pre,0,reliable
1,2,1,2,2,16,1,3.2,1_pre,0,reliable
1,3,4,2,1,16,1,3.2,1_pre,1,reliable
1,4,3,1,1,16,1,3.2,1_pre,1,reliable
1,5,4,2,1,16,1,3.2,1_pre,1,reliable
1,6,2,2,2,16,1,3.2,1_pre,1,reliable
1,7,1,1,1,16,1,3.2,1_pre,1,reliable
1,8,3,1,2,16,1,3.2,1_pre,1,reliable
1,9,3,1,2,16,1,3.2,1_pre,1,reliable
1,10,2,2,1,16,1,3.2,1_pre,1,reliable
1,11,1,1,1,16,1,3.2,1_pre,1,reliable
1,12,1,1,1,16,1,3.2,1_pre,1,reliable
1,13,4,2,2,16,1,3.2,1_pre,1,reliable
1,14,3,2,1,16,1,3.2,1_pre,0,reliable
1,15,2,1,2,16,1,3.2,1_pre,0,reliable
1,16,4,2,2,16,1,3.2,1_pre,1,reliable
1,17,4,2,1,16,1,3.2,1_pre,1,reliable
1,18,3,2,1,16,1,3.2,1_pre,0,reliable
1,19,2,2,1,16,1,3.2,1_pre,1,reliable
1,20,1,1,1,16,1,3.2,1_pre,1,reliable
1,21,1,1,1,16,1,3.2,1_pre,1,reliable
1,22,3,1,2,16,1,3.2,1_pre,1,reliable
1,23,4,2,2,16,1,3.2,1_pre,1,reliable
1,24,2,1,2,16,1,3.2,1_pre,0,reliable
1,25,2,2,2,16,1,3.2,1_pre,1,reliable
1,26,3,2,2,16,1,3.2,1_pre,0,reliable
1,27,4,2,2,16,1,3.2,1_pre,1,reliable
1,28,1,1,2,16,1,3.2,1_pre,1,reliable
1,29,3,1,1,16,1,3.2,1_pre,1,reliable
1,30,4,2,1,16,1,3.2,1_pre,1,reliable
1,32,2,2,2,16,1,3.2,1_pre,1,reliable
